,Varname,Date,Index,N,date,f_date,period,value,GUNLAWNORC,PEWGUN,FIREARMSGALLUP,BANGUNSGALLUP,GUNABC,BANGUNSCBS,STRICTORCGALLUP,GUNSTRICTCBS,GUNABCHARRIS,BANGUNSPEW,GUNABCAP,HANDGUNGALLUP,STRICTORC,GUNABCYANK,FIREARMSNBC,BANGUNSABC,GUNDIF,HANDGUNS,GUNSTRICTGALLUP,HALLGUNS,GUNLAWY,HHANDGUN,mood,tone,pro,anti,stories,prev_mood,mood_diff,pro_max,anti_max,dom_pro,dom_anti,surge_pro_abs,surge_pro,surge_anti_abs,surge_anti,tone_surge,tone_surge_abs,tone_max_diff,tone_dom_diff,surge_diff,surge_diff_abs
76,FIREARMSNBC,1/13/11,83.87,1000,2011-01-13,2011.03287671,989,0.8387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.692342067713,0.3136120024,0.605620077371,0.292008074971,70.0,0.72935199944,-0.0370099317268,0.166487055603,0.0647110781662,0.0880342212506,0.0184764677904,5.25466925828,0.02104558665,1.47378170286,0.00617458711564,0.0474760376727,10.24285772,0.101775977437,0.0695577534603,0.0148709995344,3.78088755542
17,BANGUNSCBS,1/15/11,32.99,1036,2011-01-15,2011.03835616,989,0.3299,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729440843947,0.3136120024,0.605620077371,0.292008074971,70.0,0.72935199944,8.88445065539e-05,0.166487055603,0.0647110781662,0.0880342212506,0.0184764677904,5.25466925828,0.02104558665,1.47378170286,0.00617458711564,0.0474760376727,10.24285772,0.101775977437,0.0695577534603,0.0148709995344,3.78088755542
271,PEWGUN,2/22/11,49.47,1504,2011-02-22,2011.14246575,995,0.4947,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.691387000591,0.323133292008,0.61248908584,0.289355793832,125.0,0.727943950333,-0.0365569497416,0.189836759737,0.0779847630829,0.100397009914,0.0323559784318,20.5224682387,0.0664857317208,8.53823463911,0.0314516574578,-0.0529964792612,30.612287448,0.111851996654,0.0680410314822,0.035034074263,11.9842335996
272,PEWGUN,9/22/11,51.04,2410,2011-09-22,2011.72328767,1025,0.5104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707087000591,0.263381687606,0.573108875212,0.309727187606,33.0,0.721609527936,-0.0145225273452,0.12837992939,0.0998394032468,0.0439363165307,0.0496668433654,1.98480298027,0.0621524385195,1.6188996627,0.0505511489985,-0.0511613117763,-2.002866288,0.0285405261429,-0.0057305268347,0.011601289521,0.36590331757
72,FIREARMSGALLUP,10/6/11,79.63,1005,2011-10-06,2011.76164384,1027,0.7963,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722746883258,0.276017432643,0.584252337857,0.308234905214,42.0,0.721228993523,0.00151788973495,0.146027938916,0.109120430806,0.0483600155564,0.0545562742004,3.41229945028,0.0582578103936,3.40815438342,0.0712203111146,-0.10244221597,-0.139516936,0.0369075081095,-0.00619625864395,-0.012962500721,0.00414506685286
298,STRICTORCGALLUP,1/5/12,75.95,1011,2012-01-05,2012.01092896,1040,0.7595,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7520866211,0.2909211654,0.5946243832,0.3037032178,70.0,0.718876904973,0.0332097161266,0.155706250841,0.0637364543372,0.07765484147,0.00131925156055,5.0409211466,0.0361446914071,1.4764749628,0.00281651881063,0.0894583501347,10.49280363,0.0919697965034,0.0763355899095,0.0333281725964,3.5644461838
273,PEWGUN,4/4/12,47.87,3008,2012-04-04,2012.2568306,1053,0.4787,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675387000591,0.209574104454,0.547035512648,0.337461408194,108.0,0.71671881015,-0.0413318095592,0.103125029013,0.0794827281428,0.00638688986677,0.0153265274075,8.13791775178,0.0600746268285,7.11938801525,0.0562327817274,-0.151974349022,-0.143549288,0.0236423008704,-0.00893963754072,0.0038418451011,1.01852973653
182,GUNLAWNORC,6/1/12,73.58,1974,2012-06-01,2012.41530055,1061,0.7358,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7358,0.255751112168,0.57306165472,0.317310542551,107.0,0.715472566926,0.0203274330738,0.185908355803,0.100745433485,0.11938071036,0.0589742355511,8.75469093753,0.0827833267901,4.18488406189,0.0396817545868,0.0461770077145,4.731365721,0.0851629223183,0.0604064748094,0.0431015722033,4.56980687564
274,PEWGUN,7/26/12,50.54,1010,2012-07-26,2012.56557377,1069,0.5054,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702087000591,0.319859105533,0.603682885548,0.283823780015,135.0,0.714275409635,-0.0121884090438,0.200197635192,0.0686833902557,0.132104017623,0.032877652445,7.13448667998,0.0142892793888,2.03282876062,0.0112293613365,0.0641079933651,15.815610245,0.131514244936,0.0992263651778,0.00305991805236,5.10165791936
110,GUNDIF,10/15/12,90.74,2056,2012-10-15,2012.78688525,1081,0.9074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.733655240792,0.252370487136,0.573653665341,0.321283178205,44.0,0.712541273339,0.0211139674536,0.139611455493,0.060959967088,0.057385779944,0.00962290050524,0.0,0.0,0.0,0.0,-0.0586153134658,-45.184128475,0.078651488405,0.0477628794388,0.0,0.0
275,PEWGUN,12/17/12,54.95,1219,2012-12-17,2012.95901639,1090,0.5495,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.746187000591,0.430043051607,0.657235376293,0.227192324687,351.0,0.711260226634,0.0349267739569,0.234824733581,0.0610526509247,0.168746926073,0.0342366105132,75.9618403454,0.0973430071661,19.1718872375,0.0130187522643,0.13395306433,137.028881712,0.173772082656,0.13451031556,0.0843242549018,56.7899531079
